Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Job Dropdown Suite,Chrome 109.0.0.0,,,2023-02-06 19:29:22,2023-02-06 19:32:40,3m - 18.282s,ERROR
,,,,,,,
Test Cases/Admin Page/Job/Job Titles/Add Job Title,Chrome 109.0.0.0,,,2023-02-06 19:29:22,2023-02-06 19:29:55,32.892s,PASSED
openBrowser(baseURL),Chrome 109.0.0.0,,,2023-02-06 19:29:22,2023-02-06 19:29:28,5.752s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-06 19:29:28,2023-02-06 19:29:29,0.399s,PASSED
"orange.keywords.userLogin(findTestObject(""Login Page/textbox_Username""), username, findTestObject(""Login Page/textbox_Password""), password, findTestObject(""Login Page/button_Login""))",Chrome 109.0.0.0,,,2023-02-06 19:29:29,2023-02-06 19:29:35,6.071s,PASSED
"click(findTestObject(""Navigation Sidebar/a_Admin""))",Chrome 109.0.0.0,,,2023-02-06 19:29:35,2023-02-06 19:29:38,3.635s,PASSED
"click(findTestObject(""Admin Page/Job/li_Job""))",Chrome 109.0.0.0,,,2023-02-06 19:29:38,2023-02-06 19:29:41,2.393s,PASSED
"click(findTestObject(""Admin Page/Job/Job Titles/li_Job Titles""))",Chrome 109.0.0.0,,,2023-02-06 19:29:41,2023-02-06 19:29:43,1.974s,PASSED
"click(findTestObject(""Admin Page/Nationalities/button_Add""))",Chrome 109.0.0.0,,,2023-02-06 19:29:43,2023-02-06 19:29:45,2.743s,PASSED
"sendKeys(findTestObject(""Admin Page/Qualifications/Skills/textbox_Username""), job_title)",Chrome 109.0.0.0,,,2023-02-06 19:29:45,2023-02-06 19:29:48,2.242s,PASSED
"sendKeys(findTestObject(""Admin Page/Job/Job Titles/textarea_Job Description""), job_title_description)",Chrome 109.0.0.0,,,2023-02-06 19:29:48,2023-02-06 19:29:49,1.588s,PASSED
"sendKeys(findTestObject(""Admin Page/Job/Job Titles/textarea_Note""), job_title_notes)",Chrome 109.0.0.0,,,2023-02-06 19:29:49,2023-02-06 19:29:51,1.734s,PASSED
"click(findTestObject(""Admin Page/Nationalities/button_Save""))",Chrome 109.0.0.0,,,2023-02-06 19:29:51,2023-02-06 19:29:53,1.622s,PASSED
"waitForElementPresent(findTestObject(""Confirmation messages/message_SuccessSuccessfullySaved""), 10)",Chrome 109.0.0.0,,,2023-02-06 19:29:53,2023-02-06 19:29:54,1.139s,PASSED
"verifyElementPresent(findTestObject(""Confirmation messages/message_SuccessSuccessfullySaved""), 10)",Chrome 109.0.0.0,,,2023-02-06 19:29:54,2023-02-06 19:29:54,0.470s,PASSED
closeBrowser(),Chrome 109.0.0.0,,,2023-02-06 19:29:54,2023-02-06 19:29:55,0.741s,PASSED
,,,,,,,
Test Cases/Admin Page/Job/Job Titles/Edit Job Title,Chrome 109.0.0.0,,,2023-02-06 19:29:55,2023-02-06 19:30:31,35.639s,PASSED
openBrowser(baseURL),Chrome 109.0.0.0,,,2023-02-06 19:29:55,2023-02-06 19:29:59,3.790s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-02-06 19:29:59,2023-02-06 19:29:59,0.139s,PASSED
"orange.keywords.userLogin(findTestObject(""Login Page/textbox_Username""), username, findTestObject(""Login Page/textbox_Password""), password, findTestObject(""Login Page/button_Login""))",Chrome 109.0.0.0,,,2023-02-06 19:29:59,2023-02-06 19:30:05,5.546s,PASSED
"click(findTestObject(""Navigation Sidebar/a_Admin""))",Chrome 109.0.0.0,,,2023-02-06 19:30:05,2023-02-06 19:30:08,3.673s,PASSED
"click(findTestObject(""Admin Page/Job/li_Job""))",Chrome 109.0.0.0,,,2023-02-06 19:30:08,2023-02-06 19:30:11,2.049s,PASSED
"click(findTestObject(""Admin Page/Job/Job Titles/li_Job Titles""))",Chrome 109.0.0.0,,,2023-02-06 19:30:11,2023-02-06 19:30:13,2.888s,PASSED
